Untagged,Stats,RenderingThread,EngineInit,SceneRender,Materials,RHIMisc,LoadMapMisc,Meshes/StaticMesh,Shaders,RenderTargets,Meshes,PSO,Audio/AudioMisc,Audio/AudioMixer,GC,Audio,Textures,EnginePreInit,UI,UObject,TextureMetaData,MaterialInstance,Meshes/SkeletalMesh,Particles,FileSystem,AsyncLoading,Networking,TaskGraphMiscTasks,Physics/ChaosAcceleration,Physics,Physics/PhysXAllocator,Localization,FName,ConfigSystem,InitUObject,AssetRegistry,CsvProfiler,Animation,Physics/Chaos,Physics/PhysX,NavigationRecast,EngineMisc,ProgramSize,GenericPlatformMallocCrash,FMallocUnused,TrackedTotal,Total,Untracked,StreamingManager,Meshes/Landscape,Niagara,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
1.98,12.95,0.00,0.40,1.11,0.13,0.42,0.41,0.87,20.83,79.99,2.36,0.05,0.02,9.88,0.07,9.90,21.09,1.66,1.21,11.46,0.09,0.02,0.42,0.35,3.21,0.08,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.12,0.75,0.25,0.07,0.08,62.31,3.61,6.22,253.73,354.56,101.04,0.03,0.00,0.00,
1.98,13.01,0.00,0.40,1.12,0.13,0.42,0.41,0.87,20.83,79.99,2.43,0.05,0.02,9.88,0.07,9.90,23.08,1.66,1.21,11.46,0.09,0.02,0.43,0.35,2.58,0.08,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.12,0.75,0.25,0.07,0.08,62.31,3.61,6.20,254.97,354.56,99.71,0.03,0.00,0.00,
1.98,12.89,0.00,0.40,1.59,0.13,0.42,0.40,0.68,20.83,79.99,2.30,0.05,0.02,9.88,0.08,9.90,23.02,1.66,1.21,11.45,0.09,0.02,0.49,0.35,2.58,0.09,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,5.93,254.79,356.83,101.96,0.03,0.00,0.00,
1.98,13.01,0.00,0.40,1.56,0.13,0.42,0.40,0.67,20.83,79.99,2.30,0.05,0.02,9.88,0.08,9.90,25.68,1.66,1.21,11.45,0.09,0.02,0.49,0.35,2.08,0.09,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,5.90,257.01,356.83,99.78,0.03,0.00,0.00,
1.98,12.95,0.00,0.40,1.29,0.13,0.42,0.40,0.67,20.83,79.99,2.30,0.05,0.02,9.88,0.08,9.90,25.68,1.66,1.21,11.45,0.09,0.02,0.49,0.35,2.08,0.09,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,5.93,256.70,357.32,100.62,0.03,0.00,0.00,
1.98,13.45,0.00,0.40,1.28,0.13,0.42,0.40,0.67,20.83,79.99,2.29,0.05,0.02,9.88,0.08,9.90,25.68,1.66,1.21,11.45,0.09,0.02,0.48,0.35,2.08,0.09,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,6.12,257.32,357.32,100.06,0.03,0.00,0.00,
1.98,13.26,0.00,0.40,1.31,0.13,0.42,0.40,0.66,20.83,79.99,2.29,0.05,0.02,9.88,0.08,9.90,25.82,1.66,1.21,11.45,0.09,0.02,0.49,0.35,2.08,0.09,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,5.91,257.15,357.30,100.03,0.03,0.00,0.00,
1.98,13.57,0.00,0.40,1.31,0.13,0.42,0.40,0.66,20.83,79.99,2.27,0.05,0.02,9.88,0.08,9.90,25.82,1.66,1.21,11.45,0.09,0.02,0.47,0.35,2.08,0.09,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,6.04,257.58,357.30,99.47,0.03,0.00,0.00,
1.98,13.26,0.00,0.40,1.34,0.13,0.42,0.40,0.66,20.83,79.99,2.26,0.05,0.02,9.88,0.08,9.90,26.44,1.66,1.21,11.45,0.09,0.02,0.47,0.35,1.77,0.09,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,5.96,257.52,358.97,101.51,0.03,0.00,0.00,
1.98,12.89,0.00,0.40,1.36,0.13,0.42,0.40,0.65,20.83,79.99,2.27,0.05,0.02,9.88,0.08,9.90,28.94,1.66,1.21,11.45,0.09,0.02,0.48,0.35,2.77,0.09,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,5.82,260.54,358.97,98.37,0.03,0.00,0.00,
1.98,13.20,0.00,0.40,1.36,0.13,0.42,0.40,0.65,20.83,79.99,2.26,0.05,0.02,9.88,0.08,9.90,28.94,1.66,1.21,11.45,0.09,0.02,0.48,0.35,2.77,0.09,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,5.88,260.91,363.92,103.08,0.03,0.00,0.00,
1.98,13.26,0.00,0.40,1.38,0.13,0.42,0.40,0.64,20.83,79.99,2.31,0.05,0.02,9.88,0.08,9.90,30.96,1.66,1.21,11.45,0.09,0.02,0.54,0.35,2.64,0.09,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,5.87,262.93,363.92,101.12,0.03,0.00,0.00,
1.98,13.32,0.00,0.40,1.40,0.13,0.42,0.40,0.64,20.83,79.99,2.31,0.05,0.02,9.88,0.08,9.90,30.96,1.66,1.21,11.45,0.09,0.02,0.54,0.35,2.64,0.09,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,5.92,263.05,365.53,102.58,0.03,0.00,0.00,
1.98,13.39,0.00,0.40,1.41,0.13,0.42,0.40,0.64,20.83,79.99,2.31,0.05,0.02,9.88,0.08,9.90,32.95,1.66,1.21,11.45,0.09,0.02,0.54,0.35,2.27,0.09,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,5.79,264.62,365.53,100.93,0.03,0.00,0.00,
1.98,13.51,0.00,0.40,1.44,0.13,0.42,0.40,0.57,20.84,79.99,2.24,0.06,0.02,9.88,0.08,9.90,32.95,1.66,1.20,11.45,0.09,0.02,0.54,0.35,2.27,0.09,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,5.90,264.81,368.93,104.12,0.03,0.00,0.00,
1.98,13.07,0.00,0.40,1.46,0.13,0.42,0.40,0.57,20.84,79.99,2.32,0.06,0.02,9.88,0.08,9.90,32.98,1.66,1.20,11.45,0.09,0.02,0.62,0.35,1.58,0.09,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,5.81,263.71,368.93,105.02,0.03,0.00,0.00,
1.98,12.95,0.00,0.40,1.73,0.13,0.42,0.40,0.57,20.84,79.99,2.32,0.06,0.02,9.88,0.08,9.90,32.98,1.66,1.20,11.45,0.09,0.02,0.62,0.35,1.58,0.09,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,5.79,263.84,366.19,102.34,0.03,0.00,0.00,
1.98,13.39,0.00,0.40,1.49,0.13,0.42,0.40,0.56,20.84,79.99,2.31,0.06,0.02,9.88,0.08,9.90,32.99,1.66,1.20,11.45,0.09,0.02,0.62,0.35,1.64,0.09,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,5.98,264.23,365.16,100.99,0.03,0.00,0.00,
1.98,13.95,0.00,0.40,1.49,0.13,0.42,0.40,0.56,20.84,79.99,2.30,0.06,0.02,9.88,0.08,9.90,33.17,1.66,1.20,11.45,0.09,0.02,0.61,0.35,1.71,0.09,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,5.91,265.03,367.47,102.44,0.03,0.00,0.00,
1.98,13.51,0.00,0.40,1.50,0.13,0.42,0.40,0.56,20.84,79.99,2.30,0.06,0.02,9.88,0.08,9.90,33.17,1.66,1.20,11.45,0.09,0.02,0.61,0.35,1.71,0.09,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,5.97,264.53,367.47,103.00,0.03,0.00,0.00,
1.98,13.89,0.00,0.40,1.57,0.13,0.42,0.40,0.55,20.84,79.99,2.29,0.06,0.02,9.88,0.08,9.90,33.20,1.66,1.20,11.45,0.09,0.02,0.61,0.35,1.77,0.09,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,6.05,265.26,368.33,103.19,0.03,0.00,0.00,
1.98,13.76,0.00,0.40,1.51,0.13,0.42,0.40,0.55,20.84,79.99,2.28,0.06,0.02,9.88,0.08,9.90,33.20,1.66,1.20,11.45,0.09,0.02,0.60,0.35,1.77,0.09,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,5.86,264.68,368.33,103.52,0.03,0.00,0.00,
1.98,13.51,0.00,0.40,1.52,0.13,0.42,0.40,0.54,20.84,79.99,2.28,0.08,0.02,9.88,0.08,9.90,35.19,1.66,1.20,11.45,0.09,0.02,0.60,0.35,1.96,0.09,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,5.95,266.92,369.06,102.15,0.03,0.00,0.00,
1.98,14.07,0.00,0.40,1.55,0.13,0.42,0.40,0.54,20.84,79.99,2.28,0.08,0.02,9.88,0.08,9.90,35.19,1.66,1.20,11.45,0.09,0.02,0.61,0.35,1.96,0.09,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,5.86,267.43,369.06,101.64,0.03,0.00,0.00,
1.98,13.07,0.00,0.40,1.56,0.13,0.42,0.40,0.54,20.84,79.99,2.27,0.08,0.02,9.88,0.08,9.90,35.19,1.66,1.20,11.45,0.09,0.02,0.60,0.35,1.96,0.09,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,6.05,266.54,372.37,105.76,0.03,0.00,0.00,
1.98,13.45,0.00,0.40,1.59,0.13,0.42,0.40,0.53,20.84,79.99,2.26,0.08,0.02,9.88,0.08,9.90,36.53,1.66,1.20,11.45,0.09,0.02,0.60,0.35,1.89,0.09,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,5.96,268.08,372.37,104.16,0.03,0.00,0.00,
1.98,13.39,0.00,0.40,1.72,0.13,0.42,0.40,0.40,20.84,79.99,2.01,0.08,0.02,9.88,0.08,9.90,36.53,1.66,1.20,11.45,0.09,0.02,0.48,0.35,1.89,0.08,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,5.83,267.90,374.19,106.16,0.03,0.00,0.00,
1.98,13.14,0.00,0.40,1.82,0.13,0.42,0.40,0.40,20.84,79.99,2.07,0.08,0.02,9.88,0.08,9.90,38.52,1.66,1.20,11.45,0.09,0.02,0.55,0.35,1.89,0.08,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,5.98,269.89,374.19,104.43,0.03,0.00,0.00,
1.98,13.45,0.00,0.40,1.82,0.13,0.42,0.40,0.40,20.84,79.99,2.07,0.08,0.02,9.88,0.08,9.90,38.52,1.66,1.20,11.45,0.09,0.02,0.55,0.35,1.89,0.08,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,6.04,270.26,377.86,107.79,0.03,0.00,0.00,
1.98,13.89,0.00,0.40,1.84,0.13,0.42,0.40,0.39,20.84,79.99,2.14,0.08,0.02,9.88,0.08,9.90,38.53,1.66,1.20,11.45,0.09,0.02,0.62,0.35,1.96,0.08,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,5.78,270.60,377.86,107.14,0.03,0.00,0.00,
1.98,13.01,0.00,0.40,1.84,0.13,0.42,0.40,0.39,20.84,79.99,2.13,0.08,0.02,9.88,0.08,9.90,38.71,1.66,1.20,11.45,0.09,0.02,0.61,0.35,2.02,0.08,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,5.91,270.22,375.74,105.40,0.03,0.00,0.00,
1.98,13.14,0.00,0.40,1.85,0.13,0.42,0.40,0.39,20.84,79.99,2.13,0.08,0.02,9.88,0.08,9.90,38.71,1.66,1.20,11.45,0.09,0.02,0.62,0.35,2.02,0.08,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,5.84,270.22,375.74,105.53,0.03,0.00,0.00,
1.98,13.20,0.00,0.40,1.88,0.13,0.42,0.40,0.38,20.84,79.99,2.13,0.08,0.02,9.88,0.08,9.90,38.77,1.66,1.20,11.45,0.09,0.02,0.62,0.35,1.77,0.08,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,5.82,270.10,376.83,106.74,0.03,0.00,0.00,
1.98,13.51,0.00,0.40,1.88,0.13,0.42,0.40,0.38,20.84,79.99,2.11,0.08,0.02,9.88,0.08,9.90,38.77,1.66,1.20,11.45,0.09,0.02,0.60,0.35,1.77,0.08,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,5.83,270.40,376.83,106.49,0.03,0.00,0.00,
1.98,13.39,0.00,0.40,1.89,0.13,0.42,0.40,0.38,20.84,79.99,2.11,0.08,0.02,9.88,0.08,9.90,39.06,1.66,1.20,11.45,0.09,0.02,0.61,0.35,1.58,0.08,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,5.87,270.37,382.00,111.70,0.03,0.00,0.00,
1.98,13.39,0.00,0.40,1.97,0.13,0.42,0.40,0.36,20.84,79.99,2.11,0.08,0.02,9.88,0.08,9.90,42.21,1.66,1.20,11.45,0.09,0.02,0.62,0.35,1.83,0.08,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.08,62.31,3.61,5.82,273.85,382.00,108.09,0.03,0.00,0.00,
1.98,14.08,0.00,0.40,1.99,0.13,0.42,0.40,0.35,20.84,79.99,2.02,0.08,0.02,9.88,0.08,9.90,45.06,1.66,1.20,11.45,0.09,0.02,0.61,0.35,1.64,0.08,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.09,62.31,3.61,5.95,277.28,391.57,114.39,0.03,0.00,0.00,
1.98,13.70,0.00,0.40,2.08,0.13,0.42,0.40,0.33,20.84,79.99,2.12,0.08,0.02,9.88,0.08,9.90,45.18,1.66,1.20,11.45,0.09,0.02,0.67,0.35,1.64,0.08,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.09,62.31,3.61,6.00,277.21,391.57,114.49,0.03,0.00,0.00,
1.98,14.14,0.00,0.40,2.14,0.13,0.42,0.40,0.31,20.84,79.99,2.12,0.09,0.02,9.88,0.08,9.90,45.18,1.66,1.20,11.45,0.09,0.02,0.68,0.35,1.64,0.08,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.09,62.31,3.61,5.88,277.66,395.48,117.82,0.03,0.00,0.00,
1.98,13.39,0.00,0.40,2.26,0.13,0.42,0.40,0.31,20.84,79.99,1.92,0.09,0.02,9.88,0.08,9.90,45.28,1.66,1.20,11.45,0.09,0.02,0.49,0.35,1.64,0.08,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.09,62.31,3.61,6.01,276.99,395.48,118.62,0.03,0.00,0.00,
1.98,13.14,0.00,0.40,2.26,0.13,0.42,0.40,0.31,20.84,79.99,1.92,0.09,0.02,9.88,0.08,9.90,45.28,1.66,1.21,11.45,0.09,0.02,0.48,0.35,1.64,0.08,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.09,62.31,3.61,5.89,276.69,394.93,118.11,0.03,0.00,0.00,
1.98,13.51,0.00,0.40,2.26,0.13,0.42,0.40,0.31,20.84,79.99,1.91,0.09,0.02,9.88,0.08,9.90,45.87,1.66,1.20,11.45,0.09,0.02,0.47,0.35,1.96,0.08,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.09,62.31,3.61,5.96,278.03,394.93,116.84,0.03,0.00,0.00,
1.98,13.51,0.00,0.40,2.26,0.13,0.42,0.40,0.31,20.84,79.99,1.91,0.09,0.02,9.88,0.08,9.90,47.74,1.66,1.21,11.45,0.09,0.02,0.47,0.35,2.27,0.08,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.09,62.31,3.61,6.05,280.24,394.37,114.19,0.03,0.00,0.00,
1.98,13.32,0.00,0.40,2.26,0.13,0.42,0.40,0.31,20.84,79.99,1.92,0.09,0.02,9.88,0.08,9.90,47.74,1.66,1.20,11.45,0.09,0.02,0.48,0.35,2.27,0.08,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.09,62.31,3.61,5.93,280.00,394.37,114.31,0.03,0.00,0.00,
1.98,13.64,0.00,0.40,2.25,0.13,0.42,0.40,0.31,20.84,79.99,1.91,0.09,0.02,9.88,0.08,9.90,47.74,1.66,1.21,11.45,0.09,0.02,0.47,0.35,2.27,0.08,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.09,62.31,3.61,6.18,280.25,396.92,116.86,0.03,0.00,0.00,
1.98,13.26,0.00,0.40,2.52,0.13,0.42,0.40,0.31,20.84,79.99,1.92,0.09,0.02,9.88,0.08,9.90,47.74,1.66,1.21,11.45,0.09,0.02,0.48,0.35,2.27,0.08,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.09,62.31,3.61,5.92,280.19,396.92,116.60,0.03,0.00,0.00,
1.98,14.33,0.00,0.40,2.26,0.13,0.42,0.40,0.31,20.84,79.99,1.92,0.09,0.02,9.88,0.08,9.90,47.74,1.66,1.21,11.45,0.09,0.02,0.48,0.35,2.27,0.08,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.09,62.31,3.61,5.92,281.00,396.89,115.83,0.03,0.00,0.00,
1.98,13.45,0.00,0.40,2.58,0.13,0.42,0.40,0.31,20.84,79.99,1.92,0.09,0.02,9.88,0.08,9.90,47.74,1.66,1.20,11.45,0.09,0.02,0.48,0.35,2.27,0.08,0.00,0.00,0.01,1.47,0.46,3.59,1.88,1.55,2.41,0.39,0.00,0.06,0.75,0.25,0.07,0.09,62.31,3.61,5.93,280.45,396.89,116.37,0.03,0.00,0.00,
